id,spec,grade,wear,temp,target_torque,speed,label,label_name,source,workstation_id,workstation_name,device_no,operator,workshop,batch_id,record_time
E0732,M24,12.9,2,50.0,520.0,117.07,1,欠拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-02 18:42:22
B0276,M24,8.8,0,20.0,520.0,126.37,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-02 18:43:33
B1146,M16,8.8,0,20.0,180.0,138.21,4,虚拧,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-05,2026-08-02 18:44:42
E0317,M12,10.9,1,20.0,80.0,113.61,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-02 18:44:57
E1644,M24,12.9,2,50.0,520.0,142.42,4,虚拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-02 18:46:17
E1216,M24,8.8,0,-10.0,520.0,169.59,3,滑牙,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-02 19:00:20
E1758,M16,12.9,2,50.0,180.0,162.02,4,虚拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-02 19:00:43
B0282,M16,8.8,0,20.0,180.0,182.3,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-05,2026-08-02 19:02:21
B1031,M20,8.8,0,20.0,320.0,125.81,3,滑牙,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-02 19:06:15
B0729,M12,8.8,0,20.0,80.0,150.52,1,欠拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-02 19:08:59
B0444,M24,8.8,0,20.0,520.0,162.34,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-02 19:10:40
B0651,M20,8.8,0,20.0,320.0,185.0,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-01,2026-08-02 19:13:34
E0292,M24,8.8,0,-10.0,520.0,109.37,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-02 19:14:38
E0044,M24,10.9,1,20.0,520.0,164.4,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-02 19:15:30
E0956,M24,10.9,1,20.0,520.0,131.05,2,过拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-02 19:16:02
B1116,M24,8.8,0,20.0,520.0,171.01,4,虚拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-02 19:17:39
E0277,M12,8.8,0,-10.0,80.0,171.9,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-02 19:19:00
E0718,M16,8.8,0,-10.0,180.0,174.16,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-02 19:19:25
B0284,M24,8.8,0,20.0,520.0,111.45,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-02 19:19:51
E1098,M16,12.9,2,50.0,180.0,179.82,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-05,2026-08-02 19:22:13
B0718,M16,8.8,0,20.0,180.0,115.86,1,欠拧,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-02 19:26:06
E1539,M20,12.9,2,50.0,320.0,150.53,4,虚拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-01,2026-08-02 19:26:34
B0235,M20,8.8,0,20.0,320.0,163.69,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-02 19:28:44
B0563,M20,8.8,0,20.0,320.0,171.08,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-02 19:30:07
B1120,M24,8.8,0,20.0,520.0,137.33,4,虚拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-02 19:31:00
E1340,M24,10.9,1,20.0,520.0,157.4,3,滑牙,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-02 19:32:39
E0349,M12,8.8,0,-10.0,80.0,190.53,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-02 19:34:00
B0252,M24,8.8,0,20.0,520.0,177.97,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-02 19:34:02
B1018,M16,8.8,0,20.0,180.0,126.67,3,滑牙,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-03,2026-08-02 19:34:41
E1777,M12,8.8,0,-10.0,80.0,142.11,4,虚拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-02 19:35:42
E0319,M20,8.8,0,-10.0,320.0,150.02,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-02 19:37:23
B0203,M20,8.8,0,20.0,320.0,133.91,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-02 19:38:41
E0614,M16,10.9,1,20.0,180.0,157.1,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-04,2026-08-02 19:40:35
B0185,M12,8.8,0,20.0,80.0,156.09,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-02 19:41:06
E0153,M12,12.9,2,50.0,80.0,144.99,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-02 19:41:51
E1442,M16,10.9,1,20.0,180.0,182.3,3,滑牙,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-02 19:44:31
E1464,M24,12.9,2,50.0,520.0,151.39,3,滑牙,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-02 19:45:16
E0811,M20,8.8,0,-10.0,320.0,126.25,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-02 19:45:54
E0156,M24,12.9,2,50.0,520.0,158.2,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-02 19:46:40
B0183,M20,8.8,0,20.0,320.0,148.88,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-02 19:48:27
E1748,M24,10.9,1,20.0,520.0,155.57,4,虚拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-02 19:49:50
B0055,M20,8.8,0,20.0,320.0,189.8,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-02 19:50:27
E1338,M16,12.9,2,50.0,180.0,165.75,3,滑牙,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-05,2026-08-02 19:54:07
B1162,M16,8.8,0,20.0,180.0,179.02,4,虚拧,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-03,2026-08-02 19:54:53
B0453,M12,8.8,0,20.0,80.0,119.99,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-02 19:56:23
B0405,M12,8.8,0,20.0,80.0,142.9,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-02 19:57:00
B0021,M12,8.8,0,20.0,80.0,170.11,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-02 20:01:31
E1397,M12,10.9,1,20.0,80.0,112.23,3,滑牙,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-02 20:02:48
B0406,M16,8.8,0,20.0,180.0,166.6,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-02 20:03:12
E1054,M16,8.8,0,-10.0,180.0,161.82,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-02 20:03:18
B0180,M24,8.8,0,20.0,520.0,165.62,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-02 20:04:30
B1053,M12,8.8,0,20.0,80.0,157.29,3,滑牙,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-02 20:07:32
E0537,M12,12.9,2,50.0,80.0,135.3,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-02 20:12:26
B1091,M20,8.8,0,20.0,320.0,189.16,4,虚拧,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-02 20:12:32
E0179,M20,10.9,1,20.0,320.0,115.93,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-02 20:13:26
B0667,M20,8.8,0,20.0,320.0,150.19,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-02 20:14:16
B1008,M24,8.8,0,20.0,520.0,115.76,3,滑牙,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-02 20:15:41
E1150,M16,8.8,0,-10.0,180.0,165.62,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-02 20:18:03
E0567,M20,12.9,2,50.0,320.0,168.56,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-02 20:18:29
B0556,M24,8.8,0,20.0,520.0,181.08,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-02 20:19:33
B0876,M24,8.8,0,20.0,520.0,185.39,2,过拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-02 20:19:34
B1152,M24,8.8,0,20.0,520.0,150.15,4,虚拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-02 20:20:41
B0159,M20,8.8,0,20.0,320.0,129.83,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-02 20:21:40
B0629,M12,8.8,0,20.0,80.0,162.39,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-02 20:21:49
E1485,M12,12.9,2,50.0,80.0,152.82,3,滑牙,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-02 20:23:05
B0115,M20,8.8,0,20.0,320.0,147.41,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-02 20:24:13
B0420,M24,8.8,0,20.0,520.0,141.4,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-02 20:27:20
E1051,M20,8.8,0,-10.0,320.0,160.06,2,过拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-02 20:27:43
E1515,M20,12.9,2,50.0,320.0,147.38,4,虚拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-01,2026-08-02 20:27:58
E0017,M12,10.9,1,20.0,80.0,165.8,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-02 20:30:44
E0418,M16,8.8,0,-10.0,180.0,141.35,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-03,2026-08-02 20:31:30
E1701,M12,12.9,2,50.0,80.0,141.02,4,虚拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-02 20:32:12
E0290,M16,10.9,1,20.0,180.0,121.86,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-02 20:35:16
E0041,M12,10.9,1,20.0,80.0,118.76,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-02 20:35:20
E1752,M24,12.9,2,50.0,520.0,157.35,4,虚拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-02 20:35:23
B1051,M20,8.8,0,20.0,320.0,186.66,3,滑牙,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-02 20:35:54
B0940,M24,8.8,0,20.0,520.0,164.69,2,过拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-02 20:36:05
B0445,M12,8.8,0,20.0,80.0,141.16,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-02 20:36:10
E0866,M16,10.9,1,20.0,180.0,114.28,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-02 20:38:35
B0897,M12,8.8,0,20.0,80.0,114.34,2,过拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-02 20:40:14
E1113,M12,12.9,2,50.0,80.0,164.35,2,过拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-02 20:43:19
E1543,M20,8.8,0,-10.0,320.0,126.93,4,虚拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-02 20:52:03
E1759,M20,8.8,0,-10.0,320.0,193.16,4,虚拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-02 20:54:25
E0242,M16,10.9,1,20.0,180.0,136.72,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-02 20:55:00
B1000,M24,8.8,0,20.0,520.0,108.19,3,滑牙,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-02 20:55:02
B0017,M12,8.8,0,20.0,80.0,162.35,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-02 20:57:08
E1611,M20,12.9,2,50.0,320.0,132.55,4,虚拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-01,2026-08-02 20:58:29
B0608,M24,8.8,0,20.0,520.0,161.99,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-02 21:01:26
E0480,M24,12.9,2,50.0,520.0,112.74,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-02 21:02:59
E0096,M24,12.9,2,50.0,520.0,124.62,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-02 21:03:11
B0344,M24,8.8,0,20.0,520.0,137.84,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-02 21:05:02
E0007,M20,8.8,0,-10.0,320.0,144.62,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-02 21:05:08
E0383,M20,10.9,1,20.0,320.0,155.03,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-02 21:06:31
B0803,M20,8.8,0,20.0,320.0,142.08,1,欠拧,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-02 21:07:11
E1676,M24,10.9,1,20.0,520.0,164.53,4,虚拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-02 21:08:03
B0549,M12,8.8,0,20.0,80.0,149.54,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-02 21:09:06
E0260,M24,10.9,1,20.0,520.0,120.99,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-02 21:09:29
E1064,M24,10.9,1,20.0,520.0,164.89,2,过拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-02 21:11:06
B1165,M12,8.8,0,20.0,80.0,139.39,4,虚拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-02 21:13:25
E0520,M24,8.8,0,-10.0,520.0,166.1,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-02 21:13:31
E0716,M24,10.9,1,20.0,520.0,158.37,1,欠拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-02 21:16:17
B0717,M12,8.8,0,20.0,80.0,114.13,1,欠拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-02 21:16:29
B0366,M16,8.8,0,20.0,180.0,136.29,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-02 21:21:28
B1015,M20,8.8,0,20.0,320.0,122.36,3,滑牙,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-02 21:23:20
E0933,M12,12.9,2,50.0,80.0,178.16,2,过拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-02 21:24:13
E1750,M16,8.8,0,-10.0,180.0,182.89,4,虚拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-02 21:24:27
E0486,M16,12.9,2,50.0,180.0,141.68,0,合格,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-02 21:27:23
B1010,M16,8.8,0,20.0,180.0,115.48,3,滑牙,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-02 21:27:35
E1514,M16,10.9,1,20.0,180.0,136.44,4,虚拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-02 21:28:22
B0701,M12,8.8,0,20.0,80.0,155.88,1,欠拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-02 21:28:45
B0296,M24,8.8,0,20.0,520.0,125.85,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-02 21:29:18
E0649,M12,8.8,0,-10.0,80.0,120.59,1,欠拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-02 21:30:42
B0449,M12,8.8,0,20.0,80.0,135.75,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-02 21:30:49
E1277,M12,10.9,1,20.0,80.0,145.94,3,滑牙,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-02 21:32:37
E1232,M24,10.9,1,20.0,520.0,133.74,3,滑牙,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-02 21:34:41
E0600,M24,12.9,2,50.0,520.0,128.29,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-02 21:35:05
E1577,M12,10.9,1,20.0,80.0,138.3,4,虚拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-02 21:35:24
E1532,M24,10.9,1,20.0,520.0,150.44,4,虚拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-05,2026-08-02 21:36:07
B0893,M12,8.8,0,20.0,80.0,136.73,2,过拧,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-02 21:37:25
B0712,M24,8.8,0,20.0,520.0,125.5,1,欠拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-02 21:37:46
B0679,M20,8.8,0,20.0,320.0,157.66,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-02,2026-08-02 21:40:20
B0578,M16,8.8,0,20.0,180.0,150.6,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-02 21:42:36
E0659,M20,10.9,1,20.0,320.0,167.67,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-02 21:43:48
E0111,M20,12.9,2,50.0,320.0,145.11,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-02 21:44:30
B1074,M16,8.8,0,20.0,180.0,158.77,3,滑牙,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-05,2026-08-02 21:48:22
E1289,M12,10.9,1,20.0,80.0,148.64,3,滑牙,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-02 21:48:40
E0465,M12,12.9,2,50.0,80.0,190.12,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-02 21:49:06
E0829,M12,8.8,0,-10.0,80.0,188.02,1,欠拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-02 21:50:25
B1195,M20,8.8,0,20.0,320.0,131.64,4,虚拧,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-02 21:51:34
E1318,M16,8.8,0,-10.0,180.0,142.88,3,滑牙,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-06,2026-08-02 21:52:34
E1409,M12,10.9,1,20.0,80.0,160.1,3,滑牙,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-02 21:53:06
B0997,M12,8.8,0,20.0,80.0,179.82,3,滑牙,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-02 21:53:56
B0011,M20,8.8,0,20.0,320.0,145.2,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-02 21:54:23
E0757,M12,8.8,0,-10.0,80.0,114.83,1,欠拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-02 22:03:41
E0192,M24,12.9,2,50.0,520.0,148.33,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-02 22:07:37
B0995,M20,8.8,0,20.0,320.0,131.26,3,滑牙,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-02 22:08:08
E0301,M12,8.8,0,-10.0,80.0,107.86,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-02 22:08:27
E0720,M24,12.9,2,50.0,520.0,128.38,1,欠拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-02 22:08:30
E1211,M20,10.9,1,20.0,320.0,113.3,3,滑牙,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-03,2026-08-02 22:11:49
E0099,M20,12.9,2,50.0,320.0,177.16,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-01,2026-08-02 22:12:14
B0488,M24,8.8,0,20.0,520.0,168.48,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-02 22:12:55
E1339,M20,8.8,0,-10.0,320.0,148.91,3,滑牙,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-02 22:13:14
E0702,M16,12.9,2,50.0,180.0,152.68,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-02 22:13:16
B0507,M20,8.8,0,20.0,320.0,158.21,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-01,2026-08-02 22:13:59
E0791,M20,10.9,1,20.0,320.0,161.59,1,欠拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-02 22:14:02
E1749,M12,12.9,2,50.0,80.0,121.55,4,虚拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-02 22:14:15
B1147,M20,8.8,0,20.0,320.0,109.55,4,虚拧,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-02 22:15:25
B1164,M24,8.8,0,20.0,520.0,182.96,4,虚拧,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-03,2026-08-02 22:15:41
E0848,M24,10.9,1,20.0,520.0,135.65,1,欠拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-02 22:15:42
E0758,M16,10.9,1,20.0,180.0,177.67,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-04,2026-08-02 22:17:44
E1393,M12,8.8,0,-10.0,80.0,137.89,3,滑牙,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-01,2026-08-02 22:18:51
B0747,M20,8.8,0,20.0,320.0,129.39,1,欠拧,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-01,2026-08-02 22:19:05
E1407,M20,12.9,2,50.0,320.0,177.79,3,滑牙,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-02 22:20:06
E0469,M12,8.8,0,-10.0,80.0,156.55,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-04,2026-08-02 22:21:04
B0656,M24,8.8,0,20.0,520.0,163.0,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-02,2026-08-02 22:21:21
B0351,M20,8.8,0,20.0,320.0,138.12,0,合格,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-02 22:23:14
E0353,M12,10.9,1,20.0,80.0,120.01,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-05,2026-08-02 22:23:38
E0135,M20,12.9,2,50.0,320.0,184.28,0,合格,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-04,2026-08-02 22:25:04
E1110,M16,12.9,2,50.0,180.0,180.63,2,过拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-02 22:26:11
E0525,M12,12.9,2,50.0,80.0,114.87,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-02 22:26:37
E0141,M12,12.9,2,50.0,80.0,167.31,0,合格,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-06,2026-08-02 22:27:36
E1566,M16,12.9,2,50.0,180.0,110.76,4,虚拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-02 22:29:28
E0701,M12,10.9,1,20.0,80.0,117.6,1,欠拧,extended,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-02,2026-08-02 22:30:37
E1594,M16,8.8,0,-10.0,180.0,190.89,4,虚拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-03,2026-08-02 22:30:45
B0648,M24,8.8,0,20.0,520.0,148.07,0,合格,benchmark,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-06,2026-08-02 22:33:04
B0606,M16,8.8,0,20.0,180.0,170.68,0,合格,benchmark,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-02,2026-08-02 22:35:48
E0436,M24,8.8,0,-10.0,520.0,144.73,0,合格,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-01,2026-08-02 22:36:23
E1466,M16,10.9,1,20.0,180.0,125.36,3,滑牙,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-02 22:37:37
B0561,M12,8.8,0,20.0,80.0,180.86,0,合格,benchmark,WS-001,一号装配工位,WS-001,张伟,总装一车间,M12-03,2026-08-02 22:37:44
E0722,M16,10.9,1,20.0,180.0,166.51,1,欠拧,extended,WS-002,二号装配工位,WS-002,李强,总装一车间,M16-01,2026-08-02 22:37:58
E1696,M24,8.8,0,-10.0,520.0,130.44,4,虚拧,extended,WS-004,四号装配工位,WS-004,刘洋,总装二车间,M24-04,2026-08-02 22:40:47
B0931,M20,8.8,0,20.0,320.0,177.13,2,过拧,benchmark,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-05,2026-08-02 22:42:12
E1151,M20,10.9,1,20.0,320.0,117.2,2,过拧,extended,WS-003,三号装配工位,WS-003,王芳,总装二车间,M20-06,2026-08-02 22:47:34
